name,description,source,requiredDataConnectors,query,supported
S3 Bucket outbound Data transfer anomaly,"'Identifies when an anomalous spike occur in data transfer from an S3 bucket based on GetObject API call and the BytesTransferredOut field. 
The query leverages KQL built-in anomaly detection algorithms to find large deviations from baseline patterns. 
Sudden increases in execution frequency of sensitive actions should be further investigated for malicious activity.
Manually change scorethreshold from 1.5 to 3 or higher to reduce the noise based on outliers flagged from the query criteria.
Read more about ingest custom logs using Logstash at https://github.com/Azure/Azure-Sentinel/wiki/Ingest-Custom-Logs-LogStash 
and AWS S3 API GetObject at https://docs.aws.amazon.com/AmazonS3/latest/API/API_GetObject.html'
",AWSS3,"{
    ""connectorid"":  ""AWSS3"",
    ""datatypes"":  [
                      ""AWSS3""
                  ]
}","
let starttime = 14d;
let endtime = 1d;
let timeframe = 1h;
let scorethreshold = 1.5;
// Preparing the time series data aggregated on BytesTransferredOut column in the form of multi-value array so that it can be used with time series anomaly function.
let TimeSeriesData=
AWSS3BucketAPILogParsed 
| where EventTime between (startofday(ago(starttime))..startofday(ago(endtime)))
| where EventName == ""GetObject""
| make-series Total=sum(BytesTransferredOut) on EventTime from startofday(ago(starttime)) to startofday(ago(endtime)) step timeframe;
// Use the time series data prepared in previous step with time series aomaly function to generate baseline pattern and flag the outlier based on scorethreshold value.
let TimeSeriesAlerts = TimeSeriesData
| extend (anomalies, score, baseline) = series_decompose_anomalies(Total, scorethreshold, -1, 'linefit')
| mv-expand Total to typeof(double), EventTime to typeof(datetime), anomalies to typeof(double), score to typeof(double), baseline to typeof(long)
| where anomalies > 0
| project EventTime, Total, baseline, anomalies, score;
// Joining the flagged outlier from the previous step with the original dataset to present contextual information during the anomalyhour to analysts to conduct investigation or informed decistions.
TimeSeriesAlerts
| join 
(
  AWSS3BucketAPILogParsed 
  | where EventTime between (startofday(ago(starttime))..startofday(ago(endtime)))
  | where EventName == ""GetObject""
  | summarize Total = sum(BytesTransferredOut), Files= makeset(Key) , max(EventTime) by bin(EventTime, 1h), EventSource,EventName, SourceIPAddress, UserIdentityType, UserIdentityArn, UserIdentityUserName, BucketName, Host, AuthenticationMethod, SessionMfaAuthenticated, SessionUserName
) on EventTime
| project AnomalyTime = max_EventTime, SourceIPAddress, UserIdentityType,UserIdentityUserName,SessionUserName, BucketName, Host, AuthenticationMethod, Files, Total, baseline, anomalies, score 
| extend timestamp = AnomalyTime, AccountCustomEntity = SessionUserName , HostCustomEntity = Host, IPCustomEntity = SourceIPAddress
",no
Suspicious Data Access to S3 Bucket from Unknown IP,"'Adversaries may access data objects from improperly secured cloud storage. This query will identify any access originating from a Source IP which was not seen historically accessing the bucket or downloading files from it.
You can also limit the query to only private buckets with sensitive files by setting the value or list of values to BucketName column.
Read more about ingest custom logs using Logstash at https://github.com/Azure/Azure-Sentinel/wiki/Ingest-Custom-Logs-LogStash 
and AWS S3 API GetObject at https://docs.aws.amazon.com/AmazonS3/latest/API/API_GetObject.html and ListObject at https://docs.aws.amazon.com/AmazonS3/latest/API/API_ListObjects.html
and ListBucket at https://docs.aws.amazon.com/AmazonS3/latest/API/API_ListBuckets.html'
",AWSS3,"{
    ""connectorid"":  ""AWSS3"",
    ""datatypes"":  [
                      ""AWSS3""
                  ]
}","
let EventNameList = dynamic([""ListBucket"",""ListObjects"",""GetObject""]);
let starttime = 14d;
let midtime = 2d;
let endtime = 1d;
AWSS3BucketAPILogParsed 
| where EventTime >= ago(endtime)
| where EventName in (EventNameList)
| project EventTime, EventSource,EventName, SourceIPAddress, UserIdentityType, UserIdentityArn, UserIdentityUserName, BucketName, Host, AuthenticationMethod, SessionMfaAuthenticated, SessionUserName, Key
| join kind=leftanti
(
  AWSS3BucketAPILogParsed 
  | where EventTime between (ago(starttime)..ago(midtime))
  | where EventName in (EventNameList)
) on SourceIPAddress
| summarize EventCount=count(), StartTimeUtc = min(EventTime), EndTimeUtc = max(EventTime), Files= makeset(Key), EventNames = makeset(EventName) by EventSource, SourceIPAddress, UserIdentityType, UserIdentityArn, UserIdentityUserName, BucketName, Host, AuthenticationMethod, SessionMfaAuthenticated, SessionUserName
| project StartTimeUtc, EndTimeUtc, EventSource, Host, SourceIPAddress, UserIdentityType, BucketName, EventNames, Files, AuthenticationMethod, SessionMfaAuthenticated, SessionUserName, EventCount
| extend timestamp = StartTimeUtc, HostCustomEntity = Host, AccountCustomEntity = SessionUserName, IPCustomEntity = SourceIPAddress
",no
Azure Sentinel Analytics Rules Administrative Operations,"'Identifies set of Azure Sentinel Analytics Rules administrative operational detection queries for hunting activites'
",AzureActivity,"{
    ""connectorId"":  ""AzureActivity"",
    ""dataTypes"":  [
                      ""AzureActivity""
                  ]
}","
let timeframe = 1d;
let opValues = dynamic([""Microsoft.SecurityInsights/alertRules/write"", ""Microsoft.SecurityInsights/alertRules/delete""]);
// Azure Sentinel Analytics - Rule Create / Update / Delete
AzureActivity
| where TimeGenerated >= ago(timeframe)
| where Category == ""Administrative""
| where OperationNameValue in (opValues)
| where ActivitySubstatusValue in (""Created"", ""OK"")
| sort by TimeGenerated desc
| extend AccountCustomEntity = Caller
| extend IPCustomEntity = CallerIpAddress
",no
Azure storage key enumeration,"'Listing of storage keys is an interesting operation in Azure which might expose additional 
secrets and PII to callers as well as granting access to VMs. While there are many benign operations of this
type, it would be interesting to see if the account performing this activity or the source IP address from 
which it is being done is anomalous. 
The query below generates known clusters of ip address per caller, notice that users which only had single
operations do not appear in this list as we cannot learn from it their normal activity (only based on a single
event). The activities for listing storage account keys is correlated with this learned 
clusters of expected activities and activity which is not expected is returned.' 
",AzureActivity,"{
    ""connectorId"":  ""AzureActivity"",
    ""dataTypes"":  [
                      ""AzureActivity""
                  ]
}","
let timeframe = 7d;
AzureActivity
| where TimeGenerated >= ago(timeframe)
| where OperationName == ""Microsoft.Storage/storageAccounts/listKeys/action""
| where ActivityStatus == ""Succeeded"" 
| join kind= inner (
    AzureActivity
    | where TimeGenerated >= ago(timeframe)
    | where OperationName == ""Microsoft.Storage/storageAccounts/listKeys/action""
    | where ActivityStatus == ""Succeeded"" 
    | project ExpectedIpAddress=CallerIpAddress, Caller 
    | evaluate autocluster()
) on Caller 
| where CallerIpAddress != ExpectedIpAddress
| summarize StartTimeUtc = min(TimeGenerated), EndTimeUtc = max(TimeGenerated), ResourceIds = makeset(ResourceId), ResourceIdCount = dcount(ResourceId) by OperationName, Caller, CallerIpAddress
| extend timestamp = StartTimeUtc, AccountCustomEntity = Caller, IPCustomEntity = CallerIpAddress",yes
Azure Network Security Group NSG Administrative Operations,"'Identifies set of Azure NSG administrative operational detection queries for hunting activites'
",AzureActivity,"{
    ""connectorId"":  ""AzureActivity"",
    ""dataTypes"":  [
                      ""AzureActivity""
                  ]
}","
let timeframe = 1d;
let opValues = dynamic([""Microsoft.Network/networkSecurityGroups/write"", ""Microsoft.Network/networkSecurityGroups/delete""]);
// Azure NSG Create / Update / Delete
AzureActivity
| where TimeGenerated >= ago(timeframe)
| where Category == ""Administrative""
| where OperationNameValue in (opValues)
| where ActivitySubstatusValue in (""Created"", ""OK"")
| sort by TimeGenerated desc
| extend AccountCustomEntity = Caller
| extend IPCustomEntity = CallerIpAddress
",yes
Azure Sentinel Connectors Administrative Operations,"'Identifies set of Azure Sentinel Data Connectors administrative operational detection queries for hunting activites'
",AzureActivity,"{
    ""connectorId"":  ""AzureActivity"",
    ""dataTypes"":  [
                      ""AzureActivity""
                  ]
}","
let timeframe = 1d;
let opValues = dynamic([""Microsoft.SecurityInsights/dataConnectors/write"", ""Microsoft.SecurityInsights/dataConnectors/delete""]);
// Azure Sentinel Data Connectors Update / Delete
AzureActivity
| where TimeGenerated >= ago(timeframe)
| where Category == ""Administrative""
| where OperationNameValue in (opValues)
| where ActivitySubstatusValue in (""Created"", ""OK"")
| sort by TimeGenerated desc
| extend AccountCustomEntity = Caller
| extend IPCustomEntity = CallerIpAddress
",no
Azure Sentinel Workbooks Administrative Operations,"'Identifies set of Azure Sentinel Workbooks administrative operational detection queries for hunting activites'
",AzureActivity,"{
    ""connectorId"":  ""AzureActivity"",
    ""dataTypes"":  [
                      ""AzureActivity""
                  ]
}","
let timeframe = 1d;
let opValues = dynamic([""microsoft.insights/workbooks/write"", ""microsoft.insights/workbooks/delete""]);
// Azure Sentinel Workbook Create / Update / Delete
AzureActivity
| where TimeGenerated >= ago(timeframe)
| where Category == ""Administrative""
| where OperationNameValue in (opValues)
| where ActivitySubstatusValue in (""Created"", ""OK"")
| sort by TimeGenerated desc
| extend AccountCustomEntity = Caller
| extend IPCustomEntity = CallerIpAddress
",no
Azure Virtual Network Subnets Administrative Operations,"'Identifies set of Azure Virtual Network Subnets administrative operational detection queries for hunting activites'
",AzureActivity,"{
    ""connectorId"":  ""AzureActivity"",
    ""dataTypes"":  [
                      ""AzureActivity""
                  ]
}","
let timeframe = 1d;
let opValues = dynamic([""Microsoft.Network/virtualNetworks/subnets/write""]);
// Creating Virtual Network Subnets
AzureActivity
| where TimeGenerated >= ago(timeframe)
| where Category == ""Administrative""
| where OperationNameValue in (opValues)
| where ActivitySubstatusValue == ""Created""
| sort by TimeGenerated desc
| extend AccountCustomEntity = Caller
| extend IPCustomEntity = CallerIpAddress
",yes
Common deployed resources,"'This query looks for common deployed resources (resource name and resource groups) and can be used
in combination with other signals that show suspicious deployment to evaluate if the resource is one
that is commonly being deployed/created or unique.' 
",AzureActivity,"{
    ""connectorId"":  ""AzureActivity"",
    ""dataTypes"":  [
                      ""AzureActivity""
                  ]
}","let timeframe = 7d;
AzureActivity
| where TimeGenerated >= ago(timeframe)
| where OperationName == ""Microsoft.Compute/virtualMachines/write"" or OperationName == ""Microsoft.Resources/deployments/write"" 
| where ActivityStatus == ""Succeeded"" 
| project Resource, ResourceGroup 
| evaluate basket()",yes
Creation of an anomalous number of resources,"'Looks for anomalous number of resources creation or deployment activities in azure activity log.
It is best to run this query on a look back period which is at least 7 days.'
",AzureActivity,"{
    ""connectorId"":  ""AzureActivity"",
    ""dataTypes"":  [
                      ""AzureActivity""
                  ]
}","
let timeframe = 7d;
AzureActivity
| where TimeGenerated >= ago(timeframe)
| where OperationName == ""Microsoft.Compute/virtualMachines/write"" or OperationName == ""Microsoft.Resources/deployments/write"" 
| where ActivityStatus == ""Succeeded"" 
| make-series dcount(ResourceId)  default=0 on EventSubmissionTimestamp in range(ago(7d), now(), 1d) by Caller
| extend AccountCustomEntity = Caller
| render timechart ",yes
Granting permissions to account,"'Shows the most prevalent users who grant access to others on azure resources and for each account 
their common source ip address. If an operation is not from this IP address it may be worthy of investigation.'
",AzureActivity,"{
    ""connectorId"":  ""AzureActivity"",
    ""dataTypes"":  [
                      ""AzureActivity""
                  ]
}","
let timeframe = 7d;
let roleassingmentactions = dynamic([""Microsoft.Authorization/classicadministrators/write"",""Microsoft.Authorization/roleAssignments/write""]);
AzureActivity
| where TimeGenerated >= ago(timeframe)
| where OperationName in~ (roleassingmentactions)
| where ActivityStatus == ""Succeeded"" 
| project Caller, CallerIpAddress
| evaluate basket()
| extend AccountCustomEntity = Caller, IPCustomEntity = CallerIpAddress",yes
Port opened for an Azure Resource,"'Identifies what ports may have been opened for a given Azure Resource over the last 7 days' 
",AzureActivity,"{
    ""connectorId"":  ""AzureActivity"",
    ""dataTypes"":  [
                      ""AzureActivity""
                  ]
}","
let timeframe = 7d;
AzureActivity
| where TimeGenerated >= ago(timeframe)
| where OperationName has_any (""write"", ""update"") and OperationName has_any (""ip"", ""securityRules"")
// Choosing Accepted here because it has the Rule Attributes included
| where ActivityStatus == ""Accepted""
// If there is publicIP info, include it
| extend publicIPAddress_ = tostring(parse_json(tostring(parse_json(tostring(parse_json(Properties).responseBody)).properties)).ipAddress) 
| extend publicIPAddressVersion_ = tostring(parse_json(tostring(parse_json(tostring(parse_json(Properties).responseBody)).properties)).publicIPAddressVersion) 
| extend publicIPAllocationMethod_ = tostring(parse_json(tostring(parse_json(tostring(parse_json(Properties).responseBody)).properties)).publicIPAllocationMethod) 
// Include rule attributes for context
| extend access = tostring(parse_json(tostring(parse_json(tostring(parse_json(Properties).responseBody)).properties)).access) 
| extend description = tostring(parse_json(tostring(parse_json(tostring(parse_json(Properties).responseBody)).properties)).description) 
| extend destinationPortRange = tostring(parse_json(tostring(parse_json(tostring(parse_json(Properties).responseBody)).properties)).destinationPortRange) 
| extend direction = tostring(parse_json(tostring(parse_json(tostring(parse_json(Properties).responseBody)).properties)).direction) 
| extend protocol = tostring(parse_json(tostring(parse_json(tostring(parse_json(Properties).responseBody)).properties)).protocol) 
| extend sourcePortRange = tostring(parse_json(tostring(parse_json(tostring(parse_json(Properties).responseBody)).properties)).sourcePortRange) 
| summarize StartTimeUtc = min(TimeGenerated), EndTimeUtc = max(TimeGenerated), ResourceIds = makeset(ResourceId) by Caller, CallerIpAddress, Resource, ResourceGroup, 
ActivityStatus, ActivitySubstatus, SubscriptionId, access, description, destinationPortRange, direction, protocol, sourcePortRange  
| extend timestamp = StartTimeUtc, AccountCustomEntity = Caller, IPCustomEntity = CallerIpAddress
",yes
